property_type,neighborhood,city,price,sq_m_built,n_bedrooms,bathrooms,floor,year_built,exterior,lift,terrace,balcony,second_hand,needs_renovating,parking,swimming_pool,garden,air_conditioning,heating,price_cheap_city,price_cheap_neigh,price_cheap_property,log_price,price_bin
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,399000.0,81,3,1,4,2000.0,1,1,0,1,1,0,0,0,0,1,0,3.086356414343004,5.601025131302675,2.0306348219860992,12.896716695872,301k-1.5M
Flat / apartment,Ciutat Vella,Barcelona,990000.0,138,4,2,5,2018.0,1,1,0,1,1,0,0,0,0,1,0,3.086356414343004,5.078603488027523,2.0306348219860992,13.805460222110773,301k-1.5M
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,295000.0,75,1,2,1,1920.934523809524,0,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,12.594730635321955,81k-300k
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,325000.0,70,2,2,2,1936.0,1,0,0,1,1,0,0,0,0,0,1,3.086356414343004,5.601025131302675,2.0306348219860992,12.691580461311874,301k-1.5M
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,595000.0,131,2,2,4,2018.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,13.296316684527769,301k-1.5M
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,565000.0,110,3,2,1,1861.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,13.244581010128575,301k-1.5M
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,390000.0,130,5,3,1,1850.0,1,0,0,1,1,1,0,0,0,0,0,3.086356414343004,5.601025131302675,2.0306348219860992,12.873902018105827,301k-1.5M
Flat / apartment,Ciutat Vella,Barcelona,730000.0,210,7,2,1,1930.0,1,0,1,1,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992,13.500799813124576,301k-1.5M
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,243000.0,63,2,1,1,1920.934523809524,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,5.601025131302675,2.0306348219860992,12.400816722322686,81k-300k
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,475000.0,120,3,2,4,1900.0,1,0,0,1,1,0,0,0,0,0,1,3.086356414343004,5.601025131302675,2.0306348219860992,13.071070083016778,301k-1.5M
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,650000.0,89,3,2,2,1920.934523809524,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,5.601025131302675,2.0306348219860992,13.38472764187182,301k-1.5M
Flat / apartment,Ciutat Vella,Barcelona,220000.0,46,1,1,0,1900.0,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.301382825334498,81k-300k
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,240000.0,51,1,1,3,1850.0,1,0,0,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,12.388394202324127,81k-300k
Flat / apartment,Ciutat Vella,Barcelona,439000.0,73,2,2,1,1905.485436893204,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,5.078603488027523,2.0306348219860992,12.992254692057308,301k-1.5M
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,594000.0,132,3,1,0,1936.0,1,0,0,0,1,1,0,0,0,0,0,3.086356414343004,5.601025131302675,2.0306348219860992,13.294634598344782,301k-1.5M
Flat / apartment,Ciutat Vella,Barcelona,215000.0,35,1,1,4,1818.0,1,0,0,0,1,0,0,0,0,0,0,3.086356414343004,5.078603488027523,2.0306348219860992,12.2783933071098,81k-300k
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,475000.0,150,4,4,1,1920.934523809524,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,5.601025131302675,2.0306348219860992,13.071070083016778,301k-1.5M
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,160000.0,25,0,1,2,1800.0,1,0,0,0,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,1.0,11.982929094215963,81k-300k
Flat / apartment,Sant Pere - Santa Caterina i la Ribera,Barcelona,455000.0,150,4,3,1,1920.934523809524,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.601025131302675,2.0306348219860992,13.028052697933088,301k-1.5M
Flat / apartment,El Camp d'En Grassot i Gràcia Nova,Barcelona,480000.0,143,3,2,1,1948.0,0,1,0,0,1,1,0,0,0,0,1,3.086356414343004,5.338185726863353,2.0306348219860992,13.081541382884074,301k-1.5M
Flat / apartment,El Camp d'En Grassot i Gràcia Nova,Barcelona,459000.0,120,4,2,2,1964.9701492537315,1,1,0,1,1,1,0,0,0,1,1,3.086356414343004,5.338185726863353,2.0306348219860992,13.036805489042685,301k-1.5M
Penthouse,El Camp d'En Grassot i Gràcia Nova,Barcelona,770000.0,130,4,2,2,1991.0,1,1,1,1,1,0,1,0,0,1,1,3.086356414343004,5.338185726863353,3.030579199328625,13.554145793829866,301k-1.5M
Flat / apartment,Can Peguera - El Turó de la Peira,Barcelona,190000.0,60,3,1,1,1955.0,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,1.7967187815011445,2.0306348219860992,12.154779351142624,81k-300k
Flat / apartment,Nou Barris,Barcelona,220000.0,75,3,1,1,1957.0,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,2.0306348219860992,12.301382825334498,81k-300k
Flat / apartment,Can Peguera - El Turó de la Peira,Barcelona,74000.0,24,0,1,0,1961.3061224489795,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,1.7967187815011445,1.0,11.211820372186306,0-80k
Penthouse,Nou Barris,Barcelona,345950.0,76,3,1,7,1969.0,1,1,1,1,1,0,1,0,0,1,1,3.086356414343004,1.827804765125539,3.030579199328625,12.754049534926956,301k-1.5M
Penthouse,La Prosperitat,Barcelona,295000.0,100,3,1,5,1964.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,1.874295793386162,3.030579199328625,12.594730635321955,81k-300k
Penthouse,La Prosperitat,Barcelona,250000.0,115,4,2,5,1963.0,1,0,1,1,1,1,0,0,0,0,0,3.086356414343004,1.874295793386162,3.030579199328625,12.429216196844385,81k-300k
Penthouse,Nou Barris,Barcelona,265000.0,103,3,2,5,1965.0,1,1,1,0,1,0,0,0,0,0,0,3.086356414343004,1.827804765125539,3.030579199328625,12.48748510496836,81k-300k
Flat / apartment,La Prosperitat,Barcelona,160000.0,54,3,1,1,1965.0,1,0,0,1,1,1,0,0,0,0,0,3.086356414343004,1.874295793386162,2.0306348219860992,11.982929094215963,81k-300k
Flat / apartment,La Prosperitat,Barcelona,107600.0,59,1,1,1,1965.0,1,0,0,1,1,1,0,0,0,0,0,3.086356414343004,1.874295793386162,2.0306348219860992,11.58617592670982,81k-300k
Flat / apartment,La Prosperitat,Barcelona,70000.0,37,1,1,0,1968.0,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,1.874295793386162,2.0306348219860992,11.156250521031495,0-80k
Flat / apartment,La Prosperitat,Barcelona,188000.0,57,3,1,3,1967.0,0,1,0,1,1,0,0,0,0,1,1,3.086356414343004,1.874295793386162,2.0306348219860992,12.144197241812089,81k-300k
Flat / apartment,La Vila Olímpica del Poblenou,Barcelona,690000.0,190,4,2,0,1992.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,5.912389980708946,2.0306348219860992,13.444446876573442,301k-1.5M
Flat / apartment,La Vila Olímpica del Poblenou,Barcelona,275000.0,41,2,1,1,1975.1538461538464,1,0,0,0,1,0,0,0,0,1,1,3.086356414343004,5.912389980708946,2.0306348219860992,12.524526376648708,81k-300k
Flat / apartment,La Sagrada Família,Barcelona,398000.0,82,3,2,5,1949.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.253024380338355,2.0306348219860992,12.894207284266574,301k-1.5M
Flat / apartment,La Sagrada Família,Barcelona,448000.0,82,3,2,2,1946.5871559633028,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.253024380338355,2.0306348219860992,13.012548511397124,301k-1.5M
Flat / apartment,La Sagrada Família,Barcelona,448000.0,82,3,2,2,1949.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.253024380338355,2.0306348219860992,13.012548511397124,301k-1.5M
Flat / apartment,La Sagrada Família,Barcelona,448000.0,82,3,2,2,1946.5871559633028,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.253024380338355,2.0306348219860992,13.012548511397124,301k-1.5M
Flat / apartment,La Sagrada Família,Barcelona,786000.0,142,3,2,1,1946.5871559633028,1,1,1,0,0,0,0,0,0,0,1,3.086356414343004,4.253024380338355,2.0306348219860992,13.574712071411344,301k-1.5M
Flat / apartment,La Sagrada Família,Barcelona,345000.0,69,2,2,1,1946.5871559633028,1,1,0,1,0,0,0,0,0,0,1,3.086356414343004,4.253024380338355,2.0306348219860992,12.751299696013495,301k-1.5M
Flat / apartment,La Sagrada Família,Barcelona,275000.0,56,2,1,5,1925.0,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.253024380338355,2.0306348219860992,12.524526376648708,81k-300k
Flat / apartment,La Sagrada Família,Barcelona,448000.0,82,3,2,2,1949.0,0,1,1,0,1,0,0,0,0,0,1,3.086356414343004,4.253024380338355,2.0306348219860992,13.012548511397124,301k-1.5M
Flat / apartment,La Sagrada Família,Barcelona,449000.0,100,4,2,4,1946.5871559633028,1,1,0,1,1,0,0,0,0,0,0,3.086356414343004,4.253024380338355,2.0306348219860992,13.01477816672439,301k-1.5M
Flat / apartment,El Carmel,Barcelona,490000.0,80,2,1,5,2011.0,1,1,1,0,1,0,1,0,0,1,1,3.086356414343004,2.6078301510401825,2.0306348219860992,13.102160670086809,301k-1.5M
Flat / apartment,El Carmel,Barcelona,179900.0,83,3,1,0,1967.0,0,0,1,0,1,0,0,0,0,0,1,3.086356414343004,2.6078301510401825,2.0306348219860992,12.100156419938624,81k-300k
House,El Carmel,Barcelona,235000.0,96,3,1,0,1955.0,0,0,1,1,1,1,0,0,0,0,1,3.086356414343004,2.6078301510401825,3.575666232791755,12.367340793126296,81k-300k
Flat / apartment,Horta Guinardó,Barcelona,122000.0,57,3,1,1,1973.6575342465756,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,3.33959801513142,2.0306348219860992,11.711776323715394,81k-300k
House,El Carmel,Barcelona,200000.0,107,3,2,1,1955.0,0,0,1,0,1,1,0,0,0,0,0,3.086356414343004,2.6078301510401825,3.4085514742519782,12.206072645530174,81k-300k
Flat / apartment,El Carmel,Barcelona,190000.0,91,4,1,2,1977.4871794871797,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,2.6078301510401825,2.0306348219860992,12.154779351142624,81k-300k
Flat / apartment,Other,Badalona,319000.0,104,3,2,1,1929.0,1,1,1,1,1,0,0,0,0,0,1,1.54183940029666,2.6748372317337834,2.0306348219860992,12.672946381766982,301k-1.5M
Flat / apartment,Eixample,Barcelona,950000.0,106,2,2,2,1943.2987804878048,0,1,0,0,1,0,0,0,0,1,1,3.086356414343004,8.659348167488476,2.0306348219860992,13.764217263576723,301k-1.5M
Flat / apartment,La Dreta de l'Eixample,Barcelona,425000.0,79,3,2,2,1982.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,10.59825256769474,2.0306348219860992,12.959844447906551,301k-1.5M
Flat / apartment,Eixample,Barcelona,899000.0,119,3,2,0,1943.2987804878048,0,1,0,1,1,0,0,0,0,1,1,3.086356414343004,8.659348167488476,2.0306348219860992,13.709038313453757,301k-1.5M
Flat / apartment,La Dreta de l'Eixample,Barcelona,476000.0,110,2,2,0,1900.0,1,1,1,1,1,0,0,0,0,1,0,3.086356414343004,10.59825256769474,2.0306348219860992,13.073173133213556,301k-1.5M
Flat / apartment,La Dreta de l'Eixample,Barcelona,890000.0,168,4,2,4,1936.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,10.59825256769474,2.0306348219860992,13.698976741708323,301k-1.5M
Flat / apartment,La Dreta de l'Eixample,Barcelona,750000.0,119,4,2,4,1929.8669527897,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,10.59825256769474,2.0306348219860992,13.527828485512494,301k-1.5M
Flat / apartment,La Dreta de l'Eixample,Barcelona,525000.0,86,2,1,5,1920.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,10.59825256769474,2.0306348219860992,13.17115354157376,301k-1.5M
Flat / apartment,La Dreta de l'Eixample,Barcelona,329000.0,54,1,1,6,1929.8669527897,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,10.59825256769474,2.0306348219860992,12.70381302974751,301k-1.5M
Flat / apartment,La Dreta de l'Eixample,Barcelona,895000.0,137,2,2,3,1900.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,10.59825256769474,2.0306348219860992,13.704578997256991,301k-1.5M
Flat / apartment,La Dreta de l'Eixample,Barcelona,895000.0,137,2,2,3,1900.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,10.59825256769474,2.0306348219860992,13.704578997256991,301k-1.5M
Flat / apartment,La Dreta de l'Eixample,Barcelona,750000.0,138,5,3,1,1929.8669527897,1,1,1,1,1,1,0,0,0,0,1,3.086356414343004,10.59825256769474,2.0306348219860992,13.527828485512494,301k-1.5M
Flat / apartment,La Dreta de l'Eixample,Barcelona,950000.0,108,3,2,4,1900.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,10.59825256769474,2.0306348219860992,13.764217263576723,301k-1.5M
Penthouse,La Dreta de l'Eixample,Barcelona,560000.0,75,1,1,7,1930.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,10.59825256769474,3.030579199328625,13.235692062711331,301k-1.5M
Flat / apartment,Eixample,Barcelona,800000.0,99,2,2,1,1943.2987804878048,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,8.659348167488476,2.0306348219860992,13.592367006650065,301k-1.5M
Flat / apartment,La Dreta de l'Eixample,Barcelona,340000.0,70,2,1,1,1929.8669527897,1,1,1,1,1,0,0,0,0,0,1,3.086356414343004,10.59825256769474,2.0306348219860992,12.736700896592344,301k-1.5M
Flat / apartment,Eixample,Barcelona,695000.0,162,4,2,5,1977.0,1,1,1,0,1,1,1,0,0,0,1,3.086356414343004,8.659348167488476,2.0306348219860992,13.45166712454693,301k-1.5M
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,480000.0,107,4,2,5,1973.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,4.89200593409589,2.0306348219860992,13.081541382884074,301k-1.5M
Penthouse,La Nova Esquerra de l'Eixample,Barcelona,255000.0,36,1,1,5,1912.0,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.89200593409589,3.030579199328625,12.449018824140564,81k-300k
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,475000.0,105,4,2,7,1981.0,1,1,0,1,1,0,0,0,0,0,0,3.086356414343004,4.89200593409589,2.0306348219860992,13.071070083016778,301k-1.5M
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,475000.0,102,3,2,2,1958.0,1,1,0,1,1,1,0,0,0,0,1,3.086356414343004,4.89200593409589,2.0306348219860992,13.071070083016778,301k-1.5M
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,420000.0,73,2,1,6,1950.0,1,1,1,1,1,0,0,0,0,0,0,3.086356414343004,4.89200593409589,2.0306348219860992,12.948009990259552,301k-1.5M
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,360000.0,88,3,1,2,1900.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.89200593409589,2.0306348219860992,12.793859310432293,301k-1.5M
Flat / apartment,Other,Barcelona,134400.0,50,3,1,1,1958.7619047619048,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,3.236339522546419,2.0306348219860992,11.808575707071189,81k-300k
Flat / apartment,Other,Barcelona,315000.0,65,3,1,1,1958.7619047619048,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.236339522546419,2.0306348219860992,12.66032791780777,301k-1.5M
House,Sant Martí,Barcelona,675000.0,160,3,3,2,2021.0,0,0,1,1,1,0,0,0,0,0,1,3.086356414343004,4.371079205477762,3.551799764176225,13.422467969854669,301k-1.5M
Flat / apartment,Sant Martí,Barcelona,260000.0,84,4,2,0,1973.7735849056603,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,4.371079205477762,2.0306348219860992,12.468436909997664,81k-300k
Flat / apartment,El Clot,Barcelona,299000.0,90,3,1,1,1968.0,1,1,0,1,1,1,0,0,0,0,1,3.086356414343004,3.600285320043941,2.0306348219860992,12.608198852372825,81k-300k
Flat / apartment,L'Antiga Esquerra de l'Eixample,Barcelona,470000.0,79,3,2,1,1940.0,0,1,0,0,1,0,0,0,0,1,1,3.086356414343004,7.297554020192702,2.0306348219860992,13.06048797368624,301k-1.5M
Duplex,L'Antiga Esquerra de l'Eixample,Barcelona,835000.0,127,4,2,9,1971.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,7.297554020192702,2.866960588752642,13.635187003832993,301k-1.5M
Flat / apartment,Eixample,Barcelona,725000.0,123,3,2,1,1900.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,8.659348167488476,2.0306348219860992,13.493926933836812,301k-1.5M
Duplex,Eixample,Barcelona,789000.0,97,3,3,4,1943.2987804878048,1,1,0,1,0,0,0,0,0,1,1,3.086356414343004,8.659348167488476,2.866960588752642,13.578521599828012,301k-1.5M
Flat / apartment,Eixample,Barcelona,670000.0,178,5,2,0,1940.0,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,8.659348167488476,2.0306348219860992,13.415032991367148,301k-1.5M
Flat / apartment,Eixample,Barcelona,554000.0,103,5,2,0,1949.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,8.659348167488476,2.0306348219860992,13.224919965729422,301k-1.5M
Flat / apartment,L'Antiga Esquerra de l'Eixample,Barcelona,950000.0,127,3,3,5,1941.6016949152545,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,7.297554020192702,2.0306348219860992,13.764217263576723,301k-1.5M
Flat / apartment,L'Antiga Esquerra de l'Eixample,Barcelona,860000.0,86,2,2,5,1941.6016949152545,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,7.297554020192702,2.0306348219860992,13.664687668229693,301k-1.5M
Flat / apartment,L'Antiga Esquerra de l'Eixample,Barcelona,940000.0,120,3,2,1,1941.6016949152545,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,7.297554020192702,2.0306348219860992,13.753635154246188,301k-1.5M
Penthouse,L'Antiga Esquerra de l'Eixample,Barcelona,675000.0,120,4,2,7,1980.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,7.297554020192702,3.030579199328625,13.422467969854669,301k-1.5M
Flat / apartment,Eixample,Barcelona,910000.0,129,3,2,4,1943.2987804878048,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,8.659348167488476,2.0306348219860992,13.721199878493032,301k-1.5M
Flat / apartment,L'Antiga Esquerra de l'Eixample,Barcelona,465000.0,86,2,1,4,1930.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,7.297554020192702,2.0306348219860992,13.049792684569493,301k-1.5M
Flat / apartment,Other,Barcelona,349000.0,93,4,2,3,1974.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,2.679310344827586,2.0306348219860992,12.762827201184564,301k-1.5M
Flat / apartment,Other,Barcelona,339000.0,92,4,2,3,1974.0,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,2.679310344827586,2.0306348219860992,12.733755386362589,301k-1.5M
Flat / apartment,Nou Barris,Barcelona,152000.0,78,3,1,1,1971.581818181818,0,0,0,1,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,2.0306348219860992,11.931635799828411,81k-300k
Flat / apartment,Sant Andreu,Barcelona,486000.0,80,3,2,7,2025.0,0,1,1,0,1,0,0,0,0,1,1,3.086356414343004,3.467960665868322,2.0306348219860992,13.093963902882631,301k-1.5M
Flat / apartment,Sant Andreu,Barcelona,279000.0,74,3,1,5,1965.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.467960665868322,2.0306348219860992,12.538967060803502,81k-300k
House,Sant Andreu,Barcelona,410000.0,83,3,3,3,1920.0,0,0,0,1,1,0,0,0,0,0,1,3.086356414343004,3.467960665868322,3.4085514742519782,12.92391243868049,301k-1.5M
Flat / apartment,Sant Andreu,Barcelona,195000.0,55,3,1,1,1964.0,0,1,0,0,1,0,0,0,0,1,0,3.086356414343004,3.467960665868322,2.0306348219860992,12.180754837545884,81k-300k
Flat / apartment,Sant Andreu,Barcelona,315000.0,99,3,1,1,1973.0,0,1,1,0,1,0,0,0,0,1,1,3.086356414343004,3.467960665868322,2.0306348219860992,12.66032791780777,301k-1.5M
Flat / apartment,Sant Andreu,Barcelona,369320.0,93,3,1,4,1965.5420560747664,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.467960665868322,2.0306348219860992,12.819418755886565,301k-1.5M
Flat / apartment,Sant Andreu,Barcelona,160000.0,70,0,1,0,2023.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,3.467960665868322,1.0,11.982929094215963,81k-300k
Flat / apartment,Sant Antoni,Barcelona,725000.0,132,3,2,3,1940.59375,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.0096552807905,2.0306348219860992,13.493926933836812,301k-1.5M
Flat / apartment,Sant Antoni,Barcelona,440000.0,108,4,2,1,1973.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,5.0096552807905,2.0306348219860992,12.994530005894443,301k-1.5M
Flat / apartment,Sarrià-Sant Gervasi,Barcelona,290000.0,83,3,1,5,1955.0,1,1,0,0,1,0,0,0,0,0,0,3.086356414343004,12.890812273932964,2.0306348219860992,12.577636201962656,81k-300k
Flat / apartment,El Putxet i el Farró,Barcelona,196000.0,86,3,1,2,1967.7083333333333,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,7.038456549395907,2.0306348219860992,12.185869938212656,81k-300k
Flat / apartment,Sarrià-Sant Gervasi,Barcelona,915000.0,220,5,3,2,1969.0,1,1,0,1,1,0,1,0,0,1,1,3.086356414343004,12.890812273932964,2.0306348219860992,13.726679344257658,301k-1.5M
House,El Putxet i el Farró,Barcelona,930000.0,263,5,3,5,2002.0,0,0,1,1,1,0,1,0,0,1,1,3.086356414343004,7.038456549395907,3.575666232791755,13.742939865129438,301k-1.5M
Flat / apartment,El Putxet i el Farró,Barcelona,460000.0,86,3,1,6,1943.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,7.038456549395907,2.0306348219860992,13.038981768465275,301k-1.5M
Flat / apartment,El Putxet i el Farró,Barcelona,999000.0,254,4,3,3,1968.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,7.038456549395907,2.0306348219860992,13.81451005763069,301k-1.5M
Penthouse,Porta,Barcelona,129000.0,71,3,1,4,1970.2222222222224,1,1,1,1,1,1,0,0,0,0,1,3.086356414343004,2.551998477815288,3.030579199328625,11.76756768334381,81k-300k
Flat / apartment,Porta,Barcelona,300000.0,73,4,1,3,1953.0,1,1,1,0,1,0,0,0,0,0,1,3.086356414343004,2.551998477815288,2.0306348219860992,12.611537753638338,81k-300k
Flat / apartment,Nou Barris,Barcelona,219000.0,69,3,1,1,1962.0,0,0,1,0,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,2.0306348219860992,12.29682700879864,81k-300k
Flat / apartment,Porta,Barcelona,112000.0,66,1,1,2,1964.0,1,0,0,0,1,1,0,0,0,0,1,3.086356414343004,2.551998477815288,2.0306348219860992,11.626254150277232,81k-300k
Flat / apartment,Sant Martí,Barcelona,279900.0,82,3,1,7,1970.0,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,4.371079205477762,2.0306348219860992,12.542187675503545,81k-300k
Flat / apartment,Diagonal Mar i el Front Marítim del Poblenou,Barcelona,272500.0,79,3,1,1,1970.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,10.797194759263723,2.0306348219860992,12.515393893085436,81k-300k
Flat / apartment,Diagonal Mar i el Front Marítim del Poblenou,Barcelona,321000.0,51,1,1,2,1999.662162162162,1,1,1,0,0,0,0,0,0,1,1,3.086356414343004,10.797194759263723,2.0306348219860992,12.679196402112153,301k-1.5M
Duplex,Diagonal Mar i el Front Marítim del Poblenou,Barcelona,395000.0,83,1,1,0,2002.0,1,1,1,1,1,0,1,0,0,0,0,3.086356414343004,10.797194759263723,2.866960588752642,12.88664104388326,301k-1.5M
Flat / apartment,El Poble Sec - Parc de Montjuïc,Barcelona,213000.0,70,3,1,2,1941.0919540229888,1,0,0,0,1,0,0,0,0,0,0,3.086356414343004,3.341684391708173,2.0306348219860992,12.269047444691562,81k-300k
Flat / apartment,El Poble Sec - Parc de Montjuïc,Barcelona,245000.0,59,3,1,3,1920.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.341684391708173,2.0306348219860992,12.409013489526863,81k-300k
Flat / apartment,El Poble Sec - Parc de Montjuïc,Barcelona,295000.0,79,3,1,4,1972.0,0,1,0,0,1,0,0,0,0,1,1,3.086356414343004,3.341684391708173,2.0306348219860992,12.594730635321955,81k-300k
Flat / apartment,El Poble Sec - Parc de Montjuïc,Barcelona,125000.0,55,0,0,1,1972.0,1,1,0,0,1,1,0,0,0,1,1,3.086356414343004,3.341684391708173,1.0,11.736069016284436,81k-300k
